time,iteration,loss,test accuracy,test end,train accuracy,train end
65m 13s (- -66m 46s),40000,2.016004687081572,46.800000000000004,94.3,49.3,93.30000000000001
66m 48s (- -67m 11s),41000,2.0480009391129106,45.9,94.89999999999999,49.3,94.1
68m 36s (- -69m 23s),42000,2.0638845856072576,45.9,92.5,48.5,91.0
70m 13s (- -71m 46s),43000,2.063978896549134,44.6,91.3,47.9,92.10000000000001
72m 1s (- -73m 58s),44000,2.0120014971607914,47.0,87.8,49.4,87.6
73m 26s (- -74m 33s),45000,1.994706292956678,47.0,91.3,50.1,91.3
75m 14s (- -76m 45s),46000,2.0331812862038126,45.9,91.7,49.2,92.60000000000001
76m 46s (- -77m 13s),47000,2.0174836057424628,47.0,91.60000000000001,49.5,90.60000000000001
78m 36s (- -79m 23s),48000,1.9542932637329387,48.9,89.0,49.6,89.8
79m 55s (- -80m 4s),49000,1.9961550521864535,44.6,86.7,49.5,87.6
81m 44s (- -82m 15s),50000,2.02106604608919,48.3,93.89999999999999,50.9,91.9
83m 23s (- -84m 37s),51000,2.0115787066728648,46.5,91.5,50.2,92.4
85m 11s (- -86m 48s),52000,2.0035708842550717,46.800000000000004,93.0,51.0,92.80000000000001
86m 49s (- -87m 10s),53000,2.046302026016779,45.1,89.5,52.0,88.5
88m 23s (- -89m 36s),54000,2.0346059833221863,46.0,93.10000000000001,50.4,92.30000000000001
90m 18s (- -91m 41s),55000,2.029634290419622,48.5,87.2,51.4,86.7
91m 54s (- -92m 5s),56000,1.9247040770354515,47.5,88.5,50.2,88.6
93m 40s (- -94m 19s),57000,1.9728278108653268,47.199999999999996,94.6,50.3,93.7
94m 51s (- -95m 8s),58000,1.9851884588034368,45.7,91.9,48.4,91.9
96m 40s (- -97m 19s),59000,1.9434140801575346,47.5,94.1,48.9,93.4
98m 16s (- -99m 43s),60000,1.9908701232915724,49.6,94.6,50.7,95.1
100m 9s (- -101m 50s),61000,2.014763223854474,50.1,90.2,49.0,89.8
101m 37s (- -102m 22s),62000,1.9543604965701418,48.8,89.5,51.0,89.3
103m 20s (- -104m 39s),63000,1.9669927576265742,49.6,90.9,51.5,90.7
105m 1s (- -106m 58s),64000,2.020937839040582,47.8,94.8,51.7,93.4
106m 48s (- -107m 11s),65000,2.0091832883430105,47.699999999999996,91.2,51.4,90.4
108m 34s (- -109m 25s),66000,2.014391574576063,49.0,92.60000000000001,50.5,91.0
109m 58s (- -110m 1s),67000,1.9450066893131377,48.1,91.0,52.0,90.60000000000001
111m 49s (- -112m 10s),68000,2.0363211868085105,44.9,92.80000000000001,49.6,91.3
113m 24s (- -114m 35s),69000,2.0090507707916085,49.3,89.8,50.8,88.7
115m 18s (- -116m 42s),70000,1.9976262541150007,48.1,89.8,54.400000000000006,87.0
116m 39s (- -117m 20s),71000,2.0216406902115933,48.1,91.9,50.2,90.3
118m 17s (- -119m 42s),72000,2.045590088420927,46.800000000000004,90.5,50.2,90.5
119m 55s (- -120m 4s),73000,1.9971003202042927,49.6,89.9,52.6,87.5
121m 47s (- -122m 12s),74000,1.9621020869724033,48.3,92.5,49.8,92.80000000000001
123m 27s (- -124m 32s),75000,2.0112171547268725,48.4,91.5,50.9,90.9
125m 7s (- -126m 52s),76000,1.9836931602044314,48.9,89.60000000000001,53.900000000000006,87.5
126m 45s (- -127m 14s),77000,1.9993599705721337,49.9,91.3,52.900000000000006,90.60000000000001
128m 26s (- -129m 33s),78000,1.9785931928834157,49.9,95.5,52.2,93.8
130m 14s (- -131m 45s),79000,2.021563655845803,50.6,93.30000000000001,51.7,93.8
131m 56s (- -132m 3s),80000,1.918092659588689,52.300000000000004,93.10000000000001,55.2,93.5
133m 31s (- -134m 28s),81000,1.9554137718157074,50.4,88.8,51.6,88.1
135m 18s (- -136m 41s),82000,2.028981888706847,49.1,90.5,52.2,90.60000000000001
137m 4s (- -138m 56s),83000,1.9723144144703,50.2,89.60000000000001,51.5,89.5
138m 59s (- -139m 0s),84000,1.9857785007797002,46.7,89.7,51.2,91.10000000000001
140m 26s (- -141m 33s),85000,1.9674532195042835,51.6,90.4,53.6,91.10000000000001
142m 13s (- -143m 46s),86000,2.0232792594428592,49.9,88.8,53.300000000000004,89.1
143m 50s (- -144m 9s),87000,2.033830602987598,49.8,92.2,54.400000000000006,92.60000000000001
145m 42s (- -146m 17s),88000,1.9532800755678201,51.300000000000004,92.5,54.400000000000006,92.4
147m 22s (- -148m 38s),89000,1.9433188911399162,50.2,92.2,53.1,91.60000000000001
149m 1s (- -150m 58s),90000,1.9595424768028509,50.8,89.1,54.800000000000004,90.2
150m 42s (- -151m 17s),91000,1.993990231466199,49.3,91.10000000000001,53.0,89.7
152m 35s (- -153m 24s),92000,1.9557169111418389,51.0,90.8,53.6,91.7
154m 27s (- -155m 33s),93000,1.9560777220698444,49.5,88.4,53.7,86.4
156m 2s (- -157m 58s),94000,1.9823637672099275,48.9,87.7,51.2,86.6
157m 52s (- -158m 7s),95000,2.0384130631357147,53.7,90.60000000000001,54.7,90.10000000000001
159m 35s (- -160m 24s),96000,1.9498537631078199,52.1,89.8,54.0,87.9
161m 31s (- -162m 28s),97000,1.9470614427092339,52.900000000000006,91.3,54.50000000000001,89.7
163m 13s (- -164m 46s),98000,1.986636690098823,51.4,92.0,53.900000000000006,90.5
165m 0s (- -166m 59s),99000,1.9650939920123707,50.4,91.8,55.00000000000001,90.60000000000001
166m 48s (- -167m 11s),100000,2.0227873201709463,48.6,90.5,52.400000000000006,91.3
168m 38s (- -169m 21s),101000,1.9060183114872458,53.400000000000006,92.5,56.2,92.7
170m 28s (- -171m 31s),102000,1.9431120814257838,51.6,89.4,56.2,90.60000000000001
172m 3s (- -173m 56s),103000,1.9727781913779001,51.5,93.0,56.3,93.89999999999999
173m 57s (- -174m 2s),104000,1.9296417056732469,53.900000000000006,91.4,56.99999999999999,90.2
175m 43s (- -176m 16s),105000,1.918616062064964,50.5,89.8,54.0,89.0
177m 36s (- -178m 23s),106000,1.9120779518204756,52.1,86.9,55.00000000000001,88.9
179m 6s (- -180m 53s),107000,1.9537242520302,53.6,89.3,55.2,87.8
180m 57s (- -181m 2s),108000,1.9201635674782753,50.9,88.3,54.1,87.5
182m 56s (- -183m 3s),109000,1.9862816373835208,52.7,88.8,56.599999999999994,87.4
184m 41s (- -185m 18s),110000,1.9592715284150368,51.7,89.7,56.599999999999994,88.3
186m 26s (- -187m 33s),111000,1.8991968690943477,51.6,90.5,57.4,90.8
187m 59s (- -188m 0s),112000,1.9186939169831394,53.1,93.4,58.8,92.60000000000001
189m 57s (- -190m 2s),113000,1.9523840450894905,53.400000000000006,89.0,57.699999999999996,88.4
191m 41s (- -192m 18s),114000,1.8880807055817355,52.800000000000004,91.7,57.8,91.10000000000001
193m 33s (- -194m 26s),115000,1.9344786507185625,54.6,90.3,58.099999999999994,91.10000000000001
195m 17s (- -196m 42s),116000,1.92157082173876,53.0,86.3,56.3,85.1
197m 8s (- -198m 51s),117000,1.973637437038075,52.2,91.60000000000001,54.900000000000006,90.0
199m 7s (- -200m 52s),118000,2.02036098694407,55.300000000000004,81.89999999999999,56.99999999999999,81.39999999999999
200m 53s (- -201m 6s),119000,1.922612549539386,55.50000000000001,87.0,59.099999999999994,86.6
202m 38s (- -203m 21s),120000,1.9618415815933745,55.00000000000001,91.4,55.7,91.5
204m 25s (- -205m 34s),121000,1.9244864241538586,54.6,90.3,57.199999999999996,89.8
206m 23s (- -207m 36s),122000,1.990508829246514,54.7,86.9,54.2,83.0
208m 17s (- -209m 42s),123000,1.9780504732585549,53.2,90.9,57.199999999999996,90.9
209m 41s (- -210m 19s),124000,1.9305790534458078,54.300000000000004,91.5,57.4,90.0
211m 37s (- -212m 22s),125000,1.9782021164876922,52.6,90.2,57.4,90.7
213m 27s (- -214m 32s),126000,1.928761946283239,53.300000000000004,92.9,57.4,91.5
215m 22s (- -216m 37s),127000,1.8628760996494373,53.0,92.9,56.699999999999996,90.4
216m 58s (- -217m 1s),128000,1.9673860008131392,54.0,93.10000000000001,55.2,91.4
218m 49s (- -219m 10s),129000,1.9381607660695503,53.1,88.5,56.89999999999999,85.39999999999999
220m 47s (- -221m 12s),130000,1.892541505001259,54.2,88.2,57.699999999999996,87.4
222m 34s (- -223m 25s),131000,1.9186734434753023,54.400000000000006,90.7,57.49999999999999,89.60000000000001
224m 22s (- -225m 37s),132000,1.9364957572814618,54.400000000000006,87.2,57.99999999999999,88.6
226m 4s (- -227m 55s),133000,1.8732660566115316,52.900000000000006,90.10000000000001,56.699999999999996,90.0
228m 2s (- -229m 57s),134000,1.934258930157969,51.5,92.4,55.7,93.0
229m 45s (- -230m 14s),135000,1.8879473809695477,53.300000000000004,93.10000000000001,56.3,91.10000000000001
231m 36s (- -232m 23s),136000,1.9316280510652264,54.50000000000001,89.1,58.199999999999996,88.2
233m 20s (- -234m 39s),137000,1.9319416397139153,53.1,89.1,57.599999999999994,88.2
235m 19s (- -236m 40s),138000,1.93152541175281,53.800000000000004,87.6,55.7,85.5
237m 12s (- -238m 47s),139000,1.9210196879167278,54.800000000000004,87.4,56.49999999999999,87.1
238m 57s (- -239m 2s),140000,1.9157744437419182,53.1,90.0,56.3,89.9
240m 50s (- -241m 9s),141000,1.9228833376540693,53.400000000000006,92.10000000000001,55.300000000000004,89.3
242m 42s (- -243m 17s),142000,1.9415922529565284,53.5,90.4,55.7,90.0
244m 45s (- -245m 14s),143000,1.9270616637415285,54.2,89.2,57.699999999999996,87.1
246m 25s (- -247m 34s),144000,1.9698510052738902,53.5,88.7,56.00000000000001,87.6
248m 21s (- -249m 38s),145000,1.8946481988648896,55.50000000000001,90.9,56.599999999999994,90.0
250m 15s (- -251m 44s),146000,1.992836285161401,55.00000000000001,88.9,56.00000000000001,87.4
252m 9s (- -253m 50s),147000,1.9257284667534933,52.900000000000006,90.4,56.699999999999996,89.3
253m 56s (- -254m 3s),148000,1.9696393345697234,55.400000000000006,89.8,56.10000000000001,89.60000000000001
255m 44s (- -256m 15s),149000,2.0097915427958655,53.7,90.2,59.599999999999994,90.60000000000001
257m 41s (- -258m 18s),150000,1.9329246772015132,55.900000000000006,87.6,58.3,85.5
259m 28s (- -260m 31s),151000,1.9362978117730878,53.6,90.10000000000001,55.400000000000006,89.9
261m 18s (- -262m 41s),152000,1.9342254412312985,54.800000000000004,91.10000000000001,56.699999999999996,90.0
262m 57s (- -263m 2s),153000,1.9128496716893593,55.800000000000004,90.0,57.4,87.1
264m 53s (- -265m 6s),154000,1.8611182505240416,54.400000000000006,90.2,58.099999999999994,89.0
266m 44s (- -267m 16s),155000,1.8923075135526304,55.400000000000006,89.60000000000001,59.099999999999994,87.2
268m 38s (- -269m 21s),156000,1.9121630680476807,55.50000000000001,89.3,58.4,86.8
270m 22s (- -271m 37s),157000,2.0007935141999824,55.60000000000001,89.60000000000001,59.0,88.6
272m 20s (- -273m 39s),158000,1.8978754335219572,54.0,88.3,55.50000000000001,86.8
274m 20s (- -275m 39s),159000,1.8660522415466563,54.0,86.3,57.9,85.7
276m 8s (- -277m 51s),160000,1.9447149419137524,54.2,86.8,57.99999999999999,85.8
277m 54s (- -278m 5s),161000,1.8858905058891882,53.800000000000004,88.8,56.3,89.4
279m 47s (- -280m 12s),162000,1.8878594354666047,54.400000000000006,87.9,56.599999999999994,87.5
281m 46s (- -282m 14s),163000,1.9502912857155377,54.800000000000004,88.3,57.699999999999996,86.8
283m 40s (- -284m 19s),164000,1.8630898554862962,53.400000000000006,89.2,55.60000000000001,88.3
285m 13s (- -286m 46s),165000,1.8378485174959098,53.7,87.1,56.8,86.1
287m 14s (- -288m 45s),166000,1.9268729155365807,54.800000000000004,92.2,57.699999999999996,91.5
289m 3s (- -290m 56s),167000,1.899452879615602,53.7,89.8,59.0,88.3
291m 4s (- -292m 55s),168000,1.8271794353429593,54.900000000000006,87.6,56.699999999999996,87.5
292m 30s (- -293m 29s),169000,1.8446591557296146,54.900000000000006,91.2,57.199999999999996,89.4
294m 27s (- -295m 32s),170000,1.9279783615549293,53.6,89.0,56.99999999999999,87.9
296m 23s (- -297m 36s),171000,2.0091802012685793,52.2,92.5,57.49999999999999,92.0
298m 21s (- -299m 39s),172000,1.8902104449444013,53.5,87.5,55.800000000000004,85.7
300m 7s (- -301m 52s),173000,1.9405650913015307,57.49999999999999,89.1,57.9,86.6
301m 53s (- -302m 6s),174000,1.8776709075529863,55.50000000000001,86.2,58.599999999999994,84.1
303m 57s (- -304m 2s),175000,1.8689299060720994,55.60000000000001,88.4,57.49999999999999,87.9
305m 46s (- -306m 13s),176000,1.9118658156877728,58.199999999999996,88.1,59.099999999999994,86.3
307m 42s (- -308m 17s),177000,1.86533609988905,56.599999999999994,88.9,59.4,87.8
309m 25s (- -310m 34s),178000,1.9506022448496163,57.9,89.4,58.099999999999994,86.0
311m 32s (- -312m 27s),179000,1.945968025869084,59.4,87.0,57.8,86.2
313m 27s (- -314m 32s),180000,1.9137461447699737,56.99999999999999,85.2,56.99999999999999,84.8
315m 23s (- -316m 36s),181000,1.8890879956808888,57.3,84.39999999999999,58.199999999999996,82.6
317m 16s (- -318m 43s),182000,1.928098389302731,54.7,88.2,57.599999999999994,86.2
319m 11s (- -320m 48s),183000,1.9284459371654374,57.8,87.7,59.4,87.0
321m 12s (- -322m 47s),184000,1.9250340325319464,57.099999999999994,88.8,59.5,89.2
323m 1s (- -324m 58s),185000,1.8897640802176552,56.3,91.60000000000001,58.8,90.3
324m 48s (- -325m 11s),186000,1.8917685015818033,56.599999999999994,91.0,61.5,89.4
326m 46s (- -327m 13s),187000,1.9119712541839546,56.89999999999999,93.2,58.5,91.60000000000001
328m 38s (- -329m 21s),188000,1.8773798791997856,56.39999999999999,93.60000000000001,60.3,92.7
330m 40s (- -331m 19s),189000,2.02474520451034,57.599999999999994,91.10000000000001,59.8,90.60000000000001
332m 12s (- -333m 47s),190000,1.9211566873757802,56.99999999999999,92.7,60.6,93.10000000000001
334m 18s (- -335m 41s),191000,1.9538911923564672,56.39999999999999,89.9,59.8,90.0
336m 12s (- -337m 48s),192000,1.9664117296070762,56.89999999999999,88.5,60.5,87.5
338m 14s (- -339m 45s),193000,1.90744872599684,58.3,93.0,61.5,92.5
339m 56s (- -340m 3s),194000,1.950303514660228,56.99999999999999,90.7,59.599999999999994,88.9
341m 53s (- -342m 7s),195000,1.848191482557977,54.900000000000006,89.0,58.4,87.0
343m 58s (- -344m 1s),196000,1.9289517800800111,56.599999999999994,88.9,60.0,87.3
345m 48s (- -346m 12s),197000,1.8840843055041923,57.8,90.7,61.0,90.3
347m 43s (- -348m 16s),198000,1.8377577348755738,55.900000000000006,89.8,58.699999999999996,87.0
349m 34s (- -350m 25s),199000,1.921942773711374,55.50000000000001,91.9,57.199999999999996,89.9
351m 40s (- -352m 19s),200000,1.9467922137783695,56.3,87.2,60.5,85.9
353m 32s (- -354m 27s),201000,1.9660193323618846,54.900000000000006,89.8,59.099999999999994,89.1
355m 23s (- -356m 36s),202000,1.8342259187136127,55.1,92.30000000000001,57.8,91.10000000000001
357m 27s (- -358m 33s),203000,1.921015102873516,55.00000000000001,89.8,58.599999999999994,87.8
359m 25s (- -360m 34s),204000,1.9324324526762606,54.900000000000006,87.1,60.0,86.5
361m 19s (- -362m 40s),205000,1.9315581915573838,53.1,87.0,58.9,86.0
363m 13s (- -364m 47s),206000,1.897601421766734,55.60000000000001,92.2,59.0,89.1
365m 16s (- -366m 43s),207000,1.920838212406911,54.800000000000004,90.5,58.099999999999994,89.2
367m 14s (- -368m 45s),208000,1.8419514424514642,56.89999999999999,90.0,59.4,89.0
369m 0s (- -370m 59s),209000,1.9610511666195036,57.8,90.10000000000001,59.199999999999996,90.5
371m 3s (- -372m 56s),210000,1.8472045693062553,56.49999999999999,91.60000000000001,60.3,89.60000000000001
373m 0s (- -374m 59s),211000,1.912001580512888,57.599999999999994,82.5,60.9,83.8
375m 3s (- -376m 56s),212000,1.909064613448165,57.3,88.5,60.099999999999994,87.8
376m 47s (- -377m 12s),213000,1.8432567648548894,56.8,90.2,60.4,90.4
378m 49s (- -379m 10s),214000,1.8918171644161843,55.1,84.1,59.4,85.0
380m 55s (- -381m 4s),215000,1.927574145069574,55.800000000000004,86.3,57.49999999999999,86.5
382m 42s (- -383m 17s),216000,1.9021030018327527,56.3,88.8,59.3,88.5
384m 48s (- -385m 11s),217000,1.9292853511043349,56.89999999999999,86.2,60.6,87.9
386m 40s (- -387m 19s),218000,1.8985264600869447,56.89999999999999,87.4,59.4,86.9
388m 48s (- -389m 11s),219000,1.8904147870629815,57.199999999999996,88.1,60.099999999999994,88.6
390m 25s (- -391m 34s),220000,1.9188229701893318,57.49999999999999,91.3,60.199999999999996,89.3
392m 31s (- -393m 28s),221000,1.8121499317066694,57.99999999999999,87.9,59.4,88.2
394m 37s (- -395m 22s),222000,1.8860908588558538,58.699999999999996,84.5,60.3,84.5
396m 30s (- -397m 29s),223000,1.960807412948707,56.00000000000001,88.3,58.4,88.6
398m 24s (- -399m 35s),224000,1.9472355353500495,55.50000000000001,90.0,59.4,89.3
400m 18s (- -401m 42s),225000,1.8492901436673586,56.00000000000001,92.9,59.5,92.5
402m 22s (- -403m 37s),226000,1.8402625589693065,56.3,91.9,58.099999999999994,92.2
404m 16s (- -405m 43s),227000,1.9435336045352318,57.49999999999999,90.10000000000001,59.199999999999996,89.60000000000001
406m 8s (- -407m 51s),228000,1.8737890557459163,55.60000000000001,88.7,58.699999999999996,88.8
408m 11s (- -409m 48s),229000,1.9875822164190324,57.599999999999994,90.5,59.099999999999994,90.2
410m 8s (- -411m 51s),230000,1.880043823484174,58.699999999999996,90.0,58.8,89.8
412m 0s (- -412m 0s),231000,1.830536694136584,57.699999999999996,90.0,58.599999999999994,88.4
413m 57s (- -414m 3s),232000,1.8347236730261556,58.199999999999996,90.9,58.199999999999996,90.3
416m 2s (- -417m 57s),233000,1.856850639882697,57.599999999999994,89.8,58.099999999999994,89.5
417m 55s (- -418m 4s),234000,1.937554516227028,55.400000000000006,93.7,57.599999999999994,92.30000000000001
419m 43s (- -420m 16s),235000,1.8856587705614982,57.9,90.10000000000001,59.4,90.2
421m 45s (- -422m 14s),236000,1.8562510529083407,58.599999999999994,90.7,59.5,89.5
423m 41s (- -424m 18s),237000,1.8489450343128966,58.4,89.4,59.8,88.8
425m 49s (- -426m 10s),238000,1.8577300466588222,56.3,89.9,58.8,89.0
427m 28s (- -428m 31s),239000,1.8555784164830282,57.9,89.5,58.3,87.8
429m 36s (- -430m 23s),240000,1.8240214021981231,57.099999999999994,88.2,58.599999999999994,87.7
431m 32s (- -432m 27s),241000,1.8876069773881397,58.8,91.10000000000001,60.4,90.8
433m 27s (- -434m 32s),242000,1.8074798195121038,56.699999999999996,90.60000000000001,58.599999999999994,89.5
435m 22s (- -436m 37s),243000,1.8432646892228428,56.89999999999999,90.10000000000001,58.4,90.2
437m 18s (- -438m 41s),244000,1.9186023561201813,55.60000000000001,92.30000000000001,60.8,91.7
439m 28s (- -440m 31s),245000,1.8982114486044592,58.9,89.3,61.0,89.0
441m 13s (- -442m 46s),246000,1.9052431185619603,57.199999999999996,91.2,60.199999999999996,90.3
443m 14s (- -444m 45s),247000,1.852764362606386,55.2,90.8,59.699999999999996,91.60000000000001
445m 15s (- -446m 45s),248000,1.9141171656571698,57.3,87.8,59.4,88.4
447m 16s (- -448m 43s),249000,1.9124397051456807,57.4,91.5,61.0,90.5
449m 6s (- -450m 53s),250000,1.853185875090428,56.00000000000001,89.8,60.6,91.0
451m 5s (- -452m 55s),251000,1.8759987391710784,56.39999999999999,88.2,59.5,87.8
453m 9s (- -454m 50s),252000,1.9200880483250944,57.99999999999999,90.60000000000001,59.5,90.60000000000001
455m 13s (- -456m 46s),253000,1.8628343776446972,57.3,88.5,59.199999999999996,87.0
456m 59s (- -457m 0s),254000,1.9137934397410676,57.99999999999999,91.4,61.6,90.5
459m 7s (- -460m 52s),255000,1.8501317278080127,55.50000000000001,90.10000000000001,59.5,89.0
461m 0s (- -462m 59s),256000,1.8718226191010212,57.99999999999999,87.6,60.6,86.3
463m 2s (- -464m 57s),257000,1.9281104650796113,58.4,89.5,59.8,86.8
464m 55s (- -465m 4s),258000,1.9009536517331487,57.199999999999996,91.10000000000001,59.0,90.60000000000001
466m 59s (- -467m 1s),259000,1.8086903387725042,58.4,90.9,60.8,89.3
469m 11s (- -470m 48s),260000,1.9894436470855312,56.00000000000001,90.2,59.3,88.8
470m 57s (- -471m 2s),261000,1.9336179473932065,56.2,93.10000000000001,58.9,90.9
473m 6s (- -474m 53s),262000,1.943399638650421,56.2,91.9,58.9,90.0
475m 3s (- -476m 56s),263000,1.8866581315478392,58.3,87.5,61.199999999999996,87.0
477m 8s (- -478m 51s),264000,1.926943478283379,58.699999999999996,90.3,60.699999999999996,90.2
479m 4s (- -480m 55s),265000,1.951390948765971,57.099999999999994,89.9,61.6,90.10000000000001
481m 2s (- -482m 58s),266000,1.9123480503698596,58.3,90.4,62.1,91.2
483m 7s (- -484m 53s),267000,1.8886617423997492,56.89999999999999,91.0,60.8,91.10000000000001
484m 55s (- -485m 4s),268000,1.949177712474508,58.9,90.8,60.9,90.10000000000001
486m 57s (- -487m 2s),269000,1.9484079325794843,56.699999999999996,93.0,60.9,92.2
489m 5s (- -490m 54s),270000,1.9009360522478858,57.3,86.6,59.099999999999994,86.8
491m 4s (- -492m 55s),271000,1.9283693908893924,56.39999999999999,87.5,60.6,85.7
493m 1s (- -494m 58s),272000,1.930525200680099,56.99999999999999,90.60000000000001,60.8,90.0
495m 1s (- -496m 58s),273000,1.8595806973748572,57.199999999999996,89.2,62.6,88.8
497m 1s (- -498m 58s),274000,1.8564744984288672,58.599999999999994,94.39999999999999,62.3,93.30000000000001
499m 6s (- -500m 53s),275000,1.8089081571066494,57.199999999999996,91.7,61.5,89.9
500m 54s (- -501m 5s),276000,1.8888528400570845,57.3,90.8,61.9,91.2
503m 3s (- -504m 56s),277000,1.909442109168999,58.099999999999994,89.3,59.8,89.7
505m 0s (- -506m 59s),278000,1.8498029601007775,58.9,91.7,61.199999999999996,90.2
506m 59s (- -507m 0s),279000,1.8572747817411006,57.99999999999999,88.1,60.3,88.0
509m 5s (- -510m 54s),280000,1.8557538406674599,57.3,89.4,61.1,89.60000000000001
511m 5s (- -512m 54s),281000,1.9547956545453948,58.699999999999996,91.60000000000001,62.4,89.9
513m 9s (- -514m 50s),282000,1.8763921138726516,57.3,91.10000000000001,61.199999999999996,89.3
514m 51s (- -515m 8s),283000,1.8533010260865082,56.39999999999999,88.8,61.199999999999996,89.1
516m 54s (- -517m 6s),284000,1.8807767176970958,57.3,88.9,60.4,88.3
518m 58s (- -519m 1s),285000,1.8808829636399413,55.60000000000001,91.10000000000001,61.6,89.4
520m 54s (- -521m 5s),286000,1.8250036856341385,58.3,91.5,61.7,90.8
522m 57s (- -523m 2s),287000,1.9318803672273799,56.3,88.3,58.9,86.6
524m 52s (- -525m 7s),288000,1.9289305607506546,56.599999999999994,89.2,58.8,89.3
527m 1s (- -528m 58s),289000,1.8860024677380405,53.800000000000004,90.2,61.4,89.2
528m 48s (- -529m 11s),290000,1.9088108309710956,56.10000000000001,91.10000000000001,59.8,90.0
530m 55s (- -531m 4s),291000,1.870307279267486,57.699999999999996,87.6,61.4,87.8
533m 0s (- -534m 59s),292000,1.8725696994365004,56.49999999999999,88.4,59.699999999999996,86.9
535m 2s (- -536m 57s),293000,1.9028550018307284,59.099999999999994,86.7,62.0,85.6
536m 56s (- -537m 4s),294000,1.8957684364952145,58.3,87.8,59.8,87.6
538m 53s (- -539m 6s),295000,1.8908508663656627,59.0,88.6,58.5,90.5
541m 3s (- -542m 56s),296000,1.9223325350823792,54.7,86.6,58.699999999999996,86.8
542m 56s (- -543m 3s),297000,1.9200079161440906,58.8,91.7,60.6,91.7
544m 55s (- -545m 4s),298000,1.897663814445507,58.5,90.9,62.1,88.9
547m 2s (- -548m 57s),299000,1.8529049899668921,58.4,89.4,61.8,88.4
549m 5s (- -550m 54s),300000,1.901912695947618,58.4,90.4,63.0,89.9
551m 1s (- -552m 58s),301000,1.8561720434974283,58.8,87.1,61.199999999999996,87.1
