time,iteration,loss,test accuracy,test end,train accuracy,train end
204m 5s (- -205m 54s),304000,2.712613102339014,24.8,22.400000000000002,26.6,22.3
204m 31s (- -205m 28s),305000,2.751256942462946,26.3,58.9,30.0,61.3
204m 56s (- -205m 4s),306000,2.7172220488266157,25.2,71.5,26.5,72.0
205m 18s (- -206m 41s),307000,2.706376837433048,23.9,49.3,26.5,53.6
205m 41s (- -206m 18s),308000,2.6673175513095653,24.9,34.699999999999996,27.3,35.8
206m 10s (- -207m 49s),309000,2.7916836591386622,25.6,28.999999999999996,27.200000000000003,30.099999999999998
206m 38s (- -207m 21s),310000,2.717601033490404,8.4,0.1,9.1,0.0
207m 7s (- -208m 52s),311000,2.7745817492419027,24.9,38.6,29.099999999999998,39.2
207m 38s (- -208m 21s),312000,2.7630031831970023,21.8,18.8,24.099999999999998,21.6
207m 57s (- -208m 2s),313000,2.74040222929536,21.0,75.0,21.5,73.7
208m 22s (- -209m 37s),314000,2.7356767707580967,25.5,29.799999999999997,27.400000000000002,29.099999999999998
208m 47s (- -209m 13s),315000,2.6737406324926587,24.8,70.6,28.799999999999997,68.0
209m 9s (- -210m 50s),316000,2.749653356252952,25.5,52.900000000000006,28.599999999999998,53.300000000000004
209m 38s (- -210m 21s),317000,2.6709450762484037,23.1,25.3,24.6,29.799999999999997
210m 4s (- -211m 55s),318000,2.7867732248091333,25.5,61.4,28.599999999999998,59.9
210m 23s (- -211m 36s),319000,2.6754363492374273,23.9,77.3,24.8,77.9
210m 45s (- -211m 14s),320000,2.7058526013297883,26.3,51.0,29.099999999999998,53.2
211m 8s (- -212m 51s),321000,2.7519434073754696,16.8,88.7,18.2,87.4
211m 40s (- -212m 19s),322000,2.726820144947904,11.5,6.6000000000000005,11.600000000000001,7.5
212m 3s (- -213m 56s),323000,2.8051393449310527,26.5,43.0,30.0,45.800000000000004
212m 22s (- -213m 37s),324000,2.8138369251428608,25.2,72.7,27.700000000000003,75.5
212m 53s (- -213m 6s),325000,2.6385775176377244,20.4,15.5,21.2,17.1
213m 12s (- -214m 47s),326000,2.7449270802079586,23.1,76.8,25.7,78.4
213m 38s (- -214m 21s),327000,2.7637238971958866,22.6,65.9,24.0,63.9
214m 2s (- -215m 58s),328000,2.691280100270217,24.8,63.4,29.099999999999998,62.6
214m 22s (- -215m 37s),329000,2.717511533962152,24.7,63.9,27.6,68.10000000000001
214m 43s (- -215m 16s),330000,2.736323483419851,28.4,64.2,30.3,62.5
215m 9s (- -216m 50s),331000,2.7320854933579124,25.5,41.9,27.800000000000004,43.3
215m 35s (- -216m 24s),332000,2.626605345773703,25.900000000000002,66.60000000000001,27.900000000000002,67.80000000000001
215m 56s (- -216m 3s),333000,2.588975459619793,24.0,54.300000000000004,25.8,56.99999999999999
216m 15s (- -217m 44s),334000,2.655488469073603,20.7,76.5,21.7,75.6
216m 40s (- -217m 19s),335000,2.7469840185771117,25.1,61.5,26.700000000000003,65.0
217m 2s (- -218m 57s),336000,2.744265416515886,26.5,55.300000000000004,28.9,60.5
217m 28s (- -218m 31s),337000,2.6391559952535073,26.6,59.9,30.0,60.099999999999994
217m 57s (- -218m 2s),338000,2.734752452981008,27.0,45.4,28.9,46.1
218m 19s (- -219m 40s),339000,2.6929929421969283,27.500000000000004,50.3,30.4,53.7
218m 40s (- -219m 19s),340000,2.676335901986094,28.1,54.0,29.2,55.50000000000001
219m 6s (- -220m 53s),341000,2.645398464973418,27.3,60.099999999999994,29.799999999999997,61.0
219m 28s (- -220m 31s),342000,2.7559524627096743,27.200000000000003,62.7,29.4,63.1
219m 54s (- -220m 5s),343000,2.713165979614155,26.400000000000002,57.8,27.6,59.699999999999996
220m 21s (- -221m 38s),344000,2.7574918815376255,24.2,51.1,27.1,53.300000000000004
220m 42s (- -221m 17s),345000,2.622835102027416,22.8,61.9,26.3,61.9
221m 5s (- -222m 54s),346000,2.7581525088181116,25.7,37.5,29.5,40.1
221m 33s (- -222m 27s),347000,2.703633666588997,28.599999999999998,49.8,30.3,52.800000000000004
221m 56s (- -222m 3s),348000,2.6934781741461333,23.599999999999998,84.89999999999999,24.9,83.1
222m 19s (- -223m 40s),349000,2.694252127797642,28.299999999999997,43.3,30.7,44.7
222m 39s (- -223m 20s),350000,2.646894475248261,26.700000000000003,69.69999999999999,29.099999999999998,70.7
223m 5s (- -224m 54s),351000,2.818289611932848,26.700000000000003,65.3,27.400000000000002,67.30000000000001
223m 31s (- -224m 28s),352000,2.724151531489325,27.6,66.2,30.099999999999998,66.7
223m 57s (- -224m 2s),353000,2.7308257173333224,23.799999999999997,17.299999999999997,24.4,18.8
224m 22s (- -225m 37s),354000,2.6801847130736918,25.3,26.200000000000003,26.8,27.900000000000002
224m 46s (- -225m 13s),355000,2.5800318922558763,26.900000000000002,71.2,28.499999999999996,71.1
225m 14s (- -226m 45s),356000,2.5234577449362092,28.9,47.4,31.7,49.0
225m 34s (- -226m 25s),357000,2.6959482140602598,24.0,79.10000000000001,26.3,77.0
225m 55s (- -226m 4s),358000,2.7843981597848115,28.7,62.9,30.0,62.6
226m 23s (- -227m 36s),359000,2.747279086315255,26.3,38.6,29.099999999999998,40.2
226m 46s (- -227m 13s),360000,2.6524767562903127,26.0,44.2,28.1,43.4
227m 12s (- -228m 48s),361000,2.7595876217283473,25.0,74.8,27.3,71.8
227m 37s (- -228m 22s),362000,2.7282173828441,21.6,71.1,22.6,71.39999999999999
228m 1s (- -229m 58s),363000,2.744440459134151,23.400000000000002,36.5,26.5,36.3
228m 21s (- -229m 38s),364000,2.7837437558370164,25.4,71.3,25.1,69.8
228m 48s (- -229m 12s),365000,2.744544267775127,29.299999999999997,58.599999999999994,30.9,57.199999999999996
229m 12s (- -230m 47s),366000,2.735432460762469,27.1,34.300000000000004,28.999999999999996,33.300000000000004
229m 42s (- -230m 17s),367000,2.6766874697847083,24.0,18.3,23.599999999999998,19.2
230m 8s (- -231m 51s),368000,2.764252705745312,25.2,60.5,26.200000000000003,59.199999999999996
230m 30s (- -231m 29s),369000,2.7205680667112526,24.8,60.5,27.3,58.9
230m 49s (- -231m 10s),370000,2.686877490234902,21.4,69.19999999999999,21.7,71.8
231m 16s (- -232m 43s),371000,2.7285111765142953,23.599999999999998,57.9,25.4,59.599999999999994
231m 40s (- -232m 19s),372000,2.7162329125948355,22.900000000000002,80.0,24.099999999999998,78.0
232m 5s (- -233m 54s),373000,2.701809259214482,24.0,22.5,27.200000000000003,26.200000000000003
232m 26s (- -233m 33s),374000,2.6232102239299286,25.6,60.6,26.900000000000002,60.3
232m 53s (- -233m 6s),375000,2.7546639516377858,26.200000000000003,51.7,29.7,52.5
233m 22s (- -234m 37s),376000,2.7552989342096397,26.3,48.6,28.1,50.0
233m 45s (- -234m 14s),377000,2.715656604880218,27.6,40.2,31.1,44.9
234m 5s (- -235m 54s),378000,2.7767950574279365,23.1,72.2,25.5,72.3
234m 29s (- -235m 30s),379000,2.6624971551206658,25.900000000000002,72.1,27.400000000000002,71.39999999999999
234m 57s (- -235m 2s),380000,2.835485426443909,27.3,45.300000000000004,28.000000000000004,45.800000000000004
235m 18s (- -236m 42s),381000,2.654788460940879,25.7,66.8,28.4,67.0
235m 38s (- -236m 21s),382000,2.749292741890767,26.0,57.8,29.299999999999997,61.0
236m 3s (- -237m 56s),383000,2.68494405945081,24.3,78.0,27.6,77.9
236m 24s (- -237m 35s),384000,2.720332676814969,27.800000000000004,55.00000000000001,28.599999999999998,53.2
236m 50s (- -237m 9s),385000,2.5822397462954565,27.6,60.8,30.5,63.0
237m 16s (- -238m 43s),386000,2.644476880064795,28.1,56.39999999999999,28.999999999999996,55.60000000000001
237m 39s (- -238m 20s),387000,2.6690605753771215,27.400000000000002,45.300000000000004,30.099999999999998,45.0
238m 0s (- -239m 59s),388000,2.6529998538665724,28.7,60.199999999999996,30.7,58.199999999999996
238m 30s (- -239m 29s),389000,2.703023525389385,25.900000000000002,24.3,28.799999999999997,26.5
238m 55s (- -239m 4s),390000,2.6205159817624604,26.6,69.3,28.199999999999996,67.10000000000001
239m 17s (- -240m 42s),391000,2.7410235188583343,26.1,57.3,28.999999999999996,56.699999999999996
239m 39s (- -240m 20s),392000,2.6692184771412166,26.3,60.0,27.700000000000003,59.099999999999994
240m 5s (- -241m 54s),393000,2.6765555820144553,26.5,63.7,28.999999999999996,63.0
240m 32s (- -241m 27s),394000,2.5879975124928603,28.000000000000004,45.2,31.4,47.4
240m 54s (- -241m 5s),395000,2.638297062807031,26.3,55.2,28.4,55.60000000000001
241m 18s (- -242m 41s),396000,2.644913376229945,27.0,28.599999999999998,29.9,31.2
241m 46s (- -242m 13s),397000,2.5955402138070323,26.200000000000003,45.2,30.0,48.0
242m 8s (- -243m 51s),398000,2.6016838988363644,27.0,48.4,30.099999999999998,50.1
242m 34s (- -243m 25s),399000,2.5068736821898834,27.400000000000002,64.9,29.099999999999998,63.1
243m 1s (- -244m 58s),400000,2.611991467944149,28.1,51.1,30.099999999999998,51.1
243m 22s (- -244m 37s),401000,2.7079420295600265,25.1,63.6,24.8,62.3
243m 45s (- -244m 14s),402000,2.578105292893272,27.200000000000003,41.9,27.200000000000003,40.9
244m 12s (- -245m 47s),403000,2.744043367866638,26.5,60.099999999999994,27.1,58.599999999999994
244m 40s (- -245m 19s),404000,2.7269133914985515,24.6,42.5,27.1,43.1
245m 1s (- -246m 58s),405000,2.736167315464538,25.2,57.599999999999994,28.000000000000004,59.8
245m 21s (- -246m 38s),406000,2.6822390101172173,27.400000000000002,63.6,27.900000000000002,66.4
245m 53s (- -246m 6s),407000,2.61644937405115,13.4,7.199999999999999,15.1,10.8
246m 16s (- -247m 43s),408000,2.707330115878012,27.400000000000002,66.60000000000001,28.1,67.0
246m 37s (- -247m 22s),409000,2.5896015102259717,25.7,58.4,27.3,59.4
246m 56s (- -247m 3s),410000,2.778429647536199,20.3,78.9,21.3,78.4
247m 25s (- -248m 34s),411000,2.6586856076783505,27.3,30.8,27.800000000000004,32.5
247m 50s (- -248m 9s),412000,2.673432861877266,23.3,69.6,25.5,67.4
248m 12s (- -249m 47s),413000,2.6841016189077047,27.0,56.10000000000001,29.5,54.300000000000004
248m 32s (- -249m 27s),414000,2.5638324487250648,25.3,70.5,26.3,71.2
248m 57s (- -249m 2s),415000,2.5864798126691486,25.4,61.1,29.299999999999997,63.7
249m 19s (- -250m 40s),416000,2.6831102474496693,22.900000000000002,52.7,24.7,54.7
249m 44s (- -250m 15s),417000,2.6211342052037634,22.3,64.2,24.6,65.4
250m 9s (- -251m 50s),418000,2.7233470572295233,18.0,66.4,19.2,67.60000000000001
250m 29s (- -251m 30s),419000,2.673450762335463,25.0,73.3,25.8,72.1
250m 51s (- -251m 8s),420000,2.716910099871348,21.2,51.0,21.8,57.599999999999994
251m 18s (- -252m 41s),421000,2.630749742495761,21.6,49.7,22.5,53.300000000000004
251m 45s (- -252m 14s),422000,2.6445913900639693,26.8,50.3,27.6,49.7
252m 4s (- -253m 55s),423000,2.6313454236172276,16.7,74.3,19.400000000000002,73.3
252m 29s (- -253m 30s),424000,2.6877668626724507,25.2,25.3,26.700000000000003,27.900000000000002
252m 56s (- -253m 3s),425000,2.5942971251951508,25.5,43.7,26.700000000000003,46.800000000000004
253m 17s (- -254m 42s),426000,2.6006365794478765,25.3,67.80000000000001,26.1,66.7
253m 43s (- -254m 16s),427000,2.6197948933103254,27.1,60.0,28.999999999999996,60.4
254m 8s (- -255m 51s),428000,2.5631796583743958,25.8,68.2,28.9,67.7
254m 29s (- -255m 30s),429000,2.669439361923821,24.3,64.7,26.8,64.3
254m 48s (- -255m 11s),430000,2.5622166999294285,22.5,74.5,24.2,73.4
255m 13s (- -256m 46s),431000,2.638565062987211,23.9,69.89999999999999,24.0,70.5
255m 36s (- -256m 23s),432000,2.6197380512196395,26.200000000000003,40.8,29.599999999999998,40.9
256m 3s (- -257m 56s),433000,2.689091346473116,23.3,52.6,24.4,52.2
256m 31s (- -257m 28s),434000,2.788376745882741,24.099999999999998,51.5,26.400000000000002,52.0
256m 55s (- -257m 4s),435000,2.6202677757619486,21.6,34.5,22.400000000000002,35.0
257m 16s (- -258m 43s),436000,2.738817157527112,21.099999999999998,61.7,20.5,60.0
257m 42s (- -258m 17s),437000,2.707473450348828,21.099999999999998,61.6,21.3,60.3
258m 8s (- -259m 51s),438000,2.6417253853244316,21.6,55.400000000000006,23.400000000000002,52.2
258m 29s (- -259m 30s),439000,2.6474014340110856,19.900000000000002,57.699999999999996,20.3,60.0
258m 50s (- -259m 9s),440000,2.619669387989773,23.200000000000003,52.7,24.3,52.6
259m 16s (- -260m 43s),441000,2.657953380922018,21.4,69.89999999999999,21.4,67.5
259m 43s (- -260m 16s),442000,2.6739593763301017,25.4,52.800000000000004,27.500000000000004,52.5
260m 3s (- -261m 56s),443000,2.750279979374773,18.099999999999998,73.1,19.8,75.5
260m 28s (- -261m 31s),444000,2.697020591616996,24.099999999999998,24.8,26.1,25.5
260m 57s (- -261m 2s),445000,2.668534317183862,19.6,28.199999999999996,22.1,26.6
261m 23s (- -262m 36s),446000,2.705416536437874,18.3,66.60000000000001,18.8,68.7
261m 46s (- -262m 13s),447000,2.736614912065438,21.8,41.199999999999996,22.0,40.5
262m 9s (- -263m 50s),448000,2.7282243656878893,20.3,42.9,22.8,46.2
262m 37s (- -263m 22s),449000,2.625739100187102,23.7,41.4,25.8,41.3
262m 57s (- -263m 2s),450000,2.6580972729376096,20.8,67.80000000000001,22.5,66.4
263m 26s (- -264m 33s),451000,2.6593063419470595,23.1,41.6,23.200000000000003,41.4
263m 52s (- -264m 7s),452000,2.6496518587492437,22.1,57.699999999999996,24.5,57.599999999999994
264m 16s (- -265m 43s),453000,2.63766696976327,24.2,24.9,25.900000000000002,26.1
264m 38s (- -265m 21s),454000,2.697647816128843,24.9,57.8,27.1,58.9
265m 3s (- -266m 56s),455000,2.5552164162491087,28.000000000000004,63.6,28.1,63.6
265m 26s (- -266m 33s),456000,2.7365449860285906,19.0,50.3,20.200000000000003,50.5
265m 52s (- -266m 7s),457000,2.6873968845765472,21.6,59.9,20.7,59.9
266m 16s (- -267m 43s),458000,2.745182463107099,16.6,71.8,17.1,70.19999999999999
266m 36s (- -267m 23s),459000,2.6647184523408214,17.7,69.39999999999999,18.9,69.0
267m 0s (- -268m 59s),460000,2.7514646522430266,22.0,32.2,24.4,37.2
267m 29s (- -268m 30s),461000,2.7962329065500358,20.5,30.099999999999998,22.5,33.7
267m 54s (- -268m 5s),462000,2.6938252880477744,19.6,65.0,19.3,66.4
268m 15s (- -269m 44s),463000,2.559317186265112,22.7,62.2,23.7,63.2
268m 36s (- -269m 23s),464000,2.7116335559523477,19.0,63.3,19.0,62.7
269m 5s (- -270m 54s),465000,2.725555341484768,22.0,38.5,23.599999999999998,39.4
269m 29s (- -270m 30s),466000,2.6770965797748016,18.5,76.1,19.5,76.3
269m 51s (- -270m 8s),467000,2.658642280796259,23.7,46.7,24.6,44.9
270m 12s (- -271m 47s),468000,2.668819917581438,23.200000000000003,65.9,23.1,66.3
270m 40s (- -271m 19s),469000,2.6953799073649716,22.900000000000002,41.3,23.5,39.5
271m 6s (- -272m 53s),470000,2.6745631859680468,17.9,68.30000000000001,19.6,68.0
271m 28s (- -272m 31s),471000,2.7911761370999613,23.9,51.4,24.5,52.2
271m 50s (- -272m 9s),472000,2.664748266199239,24.0,49.8,23.200000000000003,52.1
272m 17s (- -273m 42s),473000,2.6912835165538764,23.799999999999997,52.900000000000006,23.799999999999997,52.7
272m 39s (- -273m 20s),474000,2.682585807135602,19.5,48.3,19.5,48.6
273m 7s (- -274m 52s),475000,2.658095860872135,21.8,47.8,21.8,46.2
273m 34s (- -274m 25s),476000,2.6672894558185862,22.6,46.400000000000006,22.3,47.3
273m 58s (- -274m 1s),477000,2.646179701592148,23.1,35.3,24.3,36.9
274m 17s (- -275m 42s),478000,2.6305031613481393,17.8,68.60000000000001,17.2,69.6
274m 43s (- -275m 16s),479000,2.6316339515594747,21.4,57.99999999999999,22.0,55.50000000000001
275m 9s (- -276m 50s),480000,2.708137766795211,20.1,52.400000000000006,20.8,54.800000000000004
275m 29s (- -276m 30s),481000,2.6158873479793767,19.2,66.10000000000001,18.8,67.30000000000001
275m 53s (- -276m 6s),482000,2.6345169373577297,20.8,38.1,21.2,37.6
276m 19s (- -277m 40s),483000,2.769586989853093,20.7,61.0,21.5,62.9
276m 44s (- -277m 15s),484000,2.6783491436597053,20.0,62.6,20.599999999999998,66.2
277m 7s (- -278m 52s),485000,2.653727359834209,19.8,41.0,21.0,41.8
277m 28s (- -278m 31s),486000,2.6681935978348217,21.6,58.8,23.0,61.0
277m 53s (- -278m 6s),487000,2.6636135773242566,22.8,65.0,22.3,65.2
278m 13s (- -279m 46s),488000,2.6353563532227446,18.9,70.89999999999999,19.6,71.5
278m 37s (- -279m 22s),489000,2.7163810572878897,14.899999999999999,79.9,15.4,79.7
279m 4s (- -280m 55s),490000,2.6876644635408584,23.7,52.5,25.0,52.400000000000006
279m 24s (- -280m 35s),491000,2.743835095787351,20.7,68.2,22.8,65.5
279m 46s (- -280m 13s),492000,2.6759791057050624,22.400000000000002,52.0,21.4,52.5
280m 15s (- -281m 44s),493000,2.6439379377681793,19.7,35.199999999999996,21.5,38.0
280m 44s (- -281m 15s),494000,2.7496308542449626,19.900000000000002,34.9,20.599999999999998,37.1
281m 6s (- -282m 53s),495000,2.718659904136552,19.5,49.6,20.1,51.1
281m 26s (- -282m 33s),496000,2.6903298643497884,18.3,67.9,17.8,68.4
281m 56s (- -282m 3s),497000,2.6159257012370287,18.9,15.8,19.1,16.400000000000002
282m 23s (- -283m 36s),498000,2.6678285644329525,22.1,53.7,23.3,55.50000000000001
282m 47s (- -283m 12s),499000,2.6995580641338184,20.4,39.2,21.4,42.199999999999996
283m 9s (- -284m 50s),500000,2.803778427121665,21.4,54.800000000000004,21.6,50.8
283m 35s (- -284m 24s),501000,2.7423702267379664,16.8,57.99999999999999,18.2,57.99999999999999
284m 0s (- -285m 59s),502000,2.6417183652446896,19.3,65.0,20.4,67.0
284m 22s (- -285m 37s),503000,2.6856618349732875,21.3,47.4,23.400000000000002,50.3
284m 42s (- -285m 17s),504000,2.5602476459352324,18.2,68.5,18.3,68.4
285m 10s (- -286m 49s),505000,2.75579377431611,21.8,41.8,23.200000000000003,43.5
285m 32s (- -286m 27s),506000,2.6558404936186544,24.8,54.50000000000001,24.4,53.5
285m 59s (- -286m 0s),507000,2.7538233067007387,20.0,52.400000000000006,19.6,53.400000000000006
286m 31s (- -287m 28s),508000,2.6723897471816613,19.7,26.700000000000003,19.8,27.900000000000002
286m 53s (- -287m 6s),509000,2.703318137346538,23.7,49.7,26.900000000000002,49.6
287m 14s (- -288m 45s),510000,2.691137160287561,18.9,56.39999999999999,19.400000000000002,56.49999999999999
287m 42s (- -288m 17s),511000,2.678136017447799,21.5,49.2,21.7,47.199999999999996
288m 8s (- -289m 51s),512000,2.7049503835055844,18.6,48.5,21.5,48.1
288m 27s (- -289m 32s),513000,2.673467102423463,18.5,69.6,20.1,68.10000000000001
288m 49s (- -289m 10s),514000,2.6164706093052206,18.2,47.5,17.7,48.699999999999996
289m 17s (- -290m 42s),515000,2.7052997504261334,22.400000000000002,48.8,22.8,49.8
289m 38s (- -290m 21s),516000,2.689993476111404,22.3,57.49999999999999,22.5,58.4
290m 4s (- -291m 55s),517000,2.680923374394599,21.5,55.400000000000006,22.400000000000002,53.5
290m 30s (- -291m 29s),518000,2.5882125224326358,23.200000000000003,58.5,24.4,59.0
290m 52s (- -291m 7s),519000,2.720453627943027,17.8,52.6,19.900000000000002,52.800000000000004
291m 12s (- -292m 47s),520000,2.693414522482216,19.6,71.1,19.8,69.69999999999999
291m 37s (- -292m 22s),521000,2.712372030323163,18.5,66.5,20.599999999999998,65.3
292m 1s (- -293m 58s),522000,2.632602668479096,23.1,36.6,23.400000000000002,39.800000000000004
292m 26s (- -293m 33s),523000,2.6686659221369404,18.099999999999998,65.10000000000001,17.9,65.8
292m 52s (- -293m 7s),524000,2.586192049308864,17.0,62.8,17.299999999999997,66.0
293m 15s (- -294m 44s),525000,2.6727982059457185,20.5,42.1,22.6,45.0
293m 36s (- -294m 23s),526000,2.6362510407127053,22.0,53.5,24.099999999999998,52.900000000000006
294m 7s (- -295m 52s),527000,2.679230914183269,20.3,15.299999999999999,21.0,15.4
294m 38s (- -295m 21s),528000,2.6831853015231393,20.0,15.1,20.5,15.7
295m 1s (- -296m 58s),529000,2.6022520200255856,21.099999999999998,44.5,22.0,45.7
295m 22s (- -296m 37s),530000,2.6649410769153037,18.9,61.0,18.6,60.199999999999996
295m 49s (- -296m 10s),531000,2.5129705977519023,19.0,44.3,21.4,45.300000000000004
296m 14s (- -297m 45s),532000,2.687156849139816,18.8,60.199999999999996,20.200000000000003,57.99999999999999
296m 35s (- -297m 24s),533000,2.739338253165274,18.0,52.300000000000004,19.2,53.900000000000006
296m 58s (- -297m 1s),534000,2.5761809813337075,23.799999999999997,41.6,25.2,42.3
297m 21s (- -298m 39s),535000,2.6151251258068378,12.6,86.0,12.5,86.1
297m 48s (- -298m 11s),536000,2.731278561764002,24.0,52.5,22.8,49.4
298m 10s (- -299m 49s),537000,2.6601362058460896,18.099999999999998,50.8,18.5,53.2
298m 31s (- -299m 28s),538000,2.7177514090220742,19.400000000000002,53.400000000000006,20.4,54.0
298m 57s (- -299m 2s),539000,2.768794814016913,17.0,63.3,19.7,65.5
299m 20s (- -300m 39s),540000,2.6611169767005065,21.6,44.1,22.7,41.3
299m 47s (- -300m 13s),541000,2.6601993090373206,25.6,54.0,26.700000000000003,56.3
300m 12s (- -301m 47s),542000,2.6928512524433446,24.6,62.4,26.6,62.5
300m 35s (- -301m 24s),543000,2.662168858761477,27.1,45.5,26.900000000000002,47.3
300m 54s (- -301m 5s),544000,2.6493186004817715,18.6,78.10000000000001,16.7,77.3
301m 22s (- -302m 37s),545000,2.607784497432026,23.3,46.9,24.8,44.7
301m 44s (- -302m 15s),546000,2.7043171013037726,26.0,45.6,26.5,47.199999999999996
302m 13s (- -303m 47s),547000,2.718680960604162,22.3,40.1,22.1,41.9
302m 40s (- -303m 19s),548000,2.6451439553261356,22.7,46.9,23.200000000000003,48.9
303m 2s (- -304m 57s),549000,2.6566822041098175,24.099999999999998,50.7,23.7,51.2
303m 24s (- -304m 35s),550000,2.6316853695371147,21.6,49.1,21.4,51.6
303m 52s (- -304m 7s),551000,2.612832274567846,19.2,50.0,18.9,52.0
304m 23s (- -305m 36s),552000,2.6998488747533695,22.0,19.1,22.6,17.9
304m 47s (- -305m 12s),553000,2.602360372588599,25.0,35.199999999999996,27.0,36.8
305m 10s (- -306m 49s),554000,2.66365165287425,22.5,41.4,22.3,41.8
305m 36s (- -306m 23s),555000,2.69798994834536,21.6,57.199999999999996,21.9,57.699999999999996
306m 4s (- -307m 55s),556000,2.6163546884005204,21.3,43.1,20.599999999999998,47.9
306m 29s (- -307m 30s),557000,2.728326620810453,19.5,25.5,20.7,25.6
306m 51s (- -307m 8s),558000,2.6805532674295853,20.3,53.1,20.8,52.7
307m 19s (- -308m 40s),559000,2.6014354002450877,20.5,39.6,20.4,41.9
307m 45s (- -308m 14s),560000,2.6629687773205606,21.8,57.4,22.5,58.8
308m 12s (- -309m 47s),561000,2.6261415508892556,10.0,1.7999999999999998,10.9,3.0
308m 34s (- -309m 25s),562000,2.645174102102593,25.2,54.2,26.6,56.10000000000001
308m 59s (- -309m 0s),563000,2.667372039959207,17.1,67.30000000000001,18.0,67.9
309m 23s (- -310m 36s),564000,2.651522704252911,22.2,35.699999999999996,24.8,34.699999999999996
309m 52s (- -310m 7s),565000,2.6255959186502826,21.9,31.3,24.0,34.4
310m 22s (- -311m 37s),566000,2.6368273771573447,23.400000000000002,24.8,25.0,25.2
310m 47s (- -311m 12s),567000,2.6911278642974223,25.1,29.299999999999997,27.200000000000003,30.099999999999998
311m 9s (- -312m 50s),568000,2.701615005562674,21.0,54.300000000000004,23.200000000000003,56.8
311m 34s (- -312m 25s),569000,2.691265575539323,19.1,60.9,20.1,64.3
311m 59s (- -312m 0s),570000,2.685564431780292,21.3,22.8,22.400000000000002,25.8
312m 25s (- -313m 34s),571000,2.5923814137657804,18.5,53.400000000000006,18.4,54.400000000000006
312m 52s (- -313m 7s),572000,2.724988929996104,20.8,53.300000000000004,20.9,55.400000000000006
313m 15s (- -314m 44s),573000,2.6264542211406914,24.099999999999998,44.7,24.5,48.4
313m 37s (- -314m 22s),574000,2.6675735749248397,19.6,49.2,20.4,52.1
314m 3s (- -315m 56s),575000,2.652028849496308,19.0,53.400000000000006,19.3,55.2
314m 29s (- -315m 30s),576000,2.5597052227806047,17.0,50.6,16.2,54.1
314m 52s (- -315m 7s),577000,2.6791535568428433,19.6,51.2,19.400000000000002,53.300000000000004
315m 14s (- -316m 45s),578000,2.7217302921309923,21.0,46.9,20.8,47.5
315m 40s (- -316m 19s),579000,2.6084294793049834,17.2,67.2,17.5,66.5
316m 2s (- -317m 57s),580000,2.6671496250298046,22.2,52.7,22.1,54.2
316m 26s (- -317m 33s),581000,2.6384827127947754,21.3,62.8,22.3,65.3
316m 51s (- -317m 8s),582000,2.5682731350429164,18.8,67.10000000000001,18.7,68.89999999999999
317m 16s (- -318m 43s),583000,2.6416655429942546,24.9,26.5,25.3,28.4
318m 44s (- -319m 15s),584000,2.696444446132307,21.8,58.4,22.3,61.3
343m 0s (- -344m 59s),585000,2.6714776854091644,21.0,30.2,22.5,33.0
348m 22s (- -349m 37s),586000,2.7021732368604443,21.3,63.4,21.9,66.2
349m 1s (- -350m 58s),587000,2.6924232200966975,22.2,51.4,22.7,54.7
381m 30s (- -382m 29s),588000,2.583714856902588,24.3,54.400000000000006,23.7,55.800000000000004
429m 24s (- -430m 35s),589000,2.671898006662862,21.2,50.5,20.599999999999998,52.2
470m 56s (- -471m 3s),590000,2.5855035401563162,22.900000000000002,24.6,21.5,23.200000000000003
514m 47s (- -515m 12s),591000,2.6297118925479905,19.1,63.2,21.3,62.1
515m 15s (- -516m 45s),592000,2.5682717026978805,16.900000000000002,57.9,18.099999999999998,61.0
537m 22s (- -538m 37s),593000,2.6260726795021996,20.8,47.9,20.599999999999998,49.1
537m 55s (- -538m 4s),594000,2.6052611542610014,23.200000000000003,25.1,23.599999999999998,23.799999999999997
562m 16s (- -563m 43s),595000,2.6119034874105993,19.0,11.899999999999999,18.5,12.8
600m 23s (- -601m 36s),596000,2.62841137629952,24.6,52.2,23.9,55.7
617m 47s (- -618m 12s),597000,2.571535206918447,21.099999999999998,51.7,20.9,53.6
688m 56s (- -689m 3s),598000,2.615380588486823,23.200000000000003,38.4,22.7,40.1
736m 15s (- -737m 44s),599000,2.680234457435521,22.5,29.2,24.7,29.7
